school_id,state,geographic_school_district,children_5_17_saipe_estimate,poverty_saipe_estimate,single_parent_estimate,single_parent_margin_of_error,hhs_with_vulnerable_job_estimate,vulnerable_job_margin_of_error,crowded_conditions_estimate,hh_with_crowded_conditions_margin_of_error,no_computer_or_internet_estimate,no_computer_or_internet_margin_of_error,children_with_disability,children_with_disability_margin_of_error,linguistically_isolated_children,linguistically_isolated_children_margin_of_error
3030,Alabama,Shelby County School District,23163,0.07884017378091812,0.2123364359140396,19%-24%,0.29183417558670044,28%-31%,0.011467259377241135,1%-1%,0.09789200872182846,8%-12%,0.04861200973391533,4%-6%,0.007555152755230665,0%-1%
3062,Alabama,St. Clair County School District,9781,0.12572087347507477,0.2644726037979126,22%-31%,0.3072359263896942,28%-34%,0.00916963815689087,0%-1%,0.12901267409324646,9%-17%,0.04917697608470917,3%-7%,0.0025559759233146906,0%-1%
3090,Alabama,Sumter County School District,1820,0.5259082913398743,0.5644248723983765,45%-67%,0.2609935700893402,20%-32%,0.012878937646746635,0%-2%,0.21094369888305664,13%-30%,0.05439560487866402,2%-9%,0.05384615436196327,0%-13%
3120,Alabama,Sylacauga City School District,2303,0.21246320009231567,0.4954954981803894,41%-58%,0.26043441891670227,21%-31%,0.011055486276745796,0%-2%,0.1520073562860489,8%-22%,0.0351715162396431,1%-6%,0.010421189479529858,0%-3%
3150,Alabama,Talladega City School District,1857,0.3134769797325134,0.7406287789344788,65%-83%,0.2083422988653183,16%-25%,0.008163264952600002,0%-2%,0.17318648099899292,9%-26%,0.14270327985286713,6%-22%,0,0%-2%
3180,Alabama,Talladega County School District,7836,0.2211863249540329,0.379214346408844,32%-44%,0.2650497853755951,24%-29%,0.015377494506537914,1%-2%,0.20526109635829926,16%-26%,0.05538539960980415,4%-7%,0.007146503310650587,0%-2%
3210,Alabama,Tallapoosa County School District,2942,0.2948954403400421,0.3822815418243408,30%-46%,0.20860077440738678,18%-23%,0.018407730385661125,1%-3%,0.23270130157470703,15%-32%,0.02855200506746769,0%-5%,0,0%-1%
3240,Alabama,Tallassee City School District,1851,0.19829842448234558,0.3626570999622345,22%-50%,0.20082873106002808,14%-27%,0.03770250454545021,1%-7%,0.19906222820281982,9%-31%,0.0491626150906086,0%-10%,0,0%-2%
3270,Alabama,Tarrant City School District,1057,0.34549689292907715,0.6258148550987244,43%-82%,0.36601579189300537,29%-44%,0.03893724083900452,0%-7%,0.42223837971687317,25%-60%,0.20340587198734283,9%-32%,0.13623462617397308,0%-28%
3300,Alabama,Thomasville City School District,851,0.26393628120422363,0.2859097123146057,11%-47%,0.3840653598308563,29%-48%,0.004625346977263689,0%-2%,0.11497326195240021,0%-24%,0.08695652335882187,0%-18%,0,0%-4%
3330,Alabama,Troy City School District,2462,0.3082069456577301,0.5014164447784424,37%-63%,0.3544570803642273,29%-42%,0.015380150638520718,0%-3%,0.25806450843811035,17%-35%,0.10560519993305206,5%-16%,0.06620633602142334,1%-12%
3360,Alabama,Tuscaloosa City School District,12483,0.2531134784221649,0.461142361164093,42%-50%,0.29691147804260254,28%-32%,0.013747896999120712,1%-2%,0.1659986674785614,13%-20%,0.038532402366399765,3%-5%,0.03332532197237015,2%-5%
3390,Alabama,Tuscaloosa County School District,18296,0.16232717037200928,0.29019609093666077,25%-33%,0.24621270596981049,23%-26%,0.018706630915403366,1%-2%,0.1453746259212494,11%-18%,0.051705289632081985,4%-6%,0.002678181044757366,0%-1%
3420,Alabama,Tuscumbia City School District,1711,0.18875502049922943,0.5460751056671143,42%-67%,0.32344552874565125,26%-39%,0,0%-1%,0.12730544805526733,5%-20%,0.011104617267847061,0%-3%,0,0%-2%
3430,Alabama,Vestavia Hills City School District,6989,0.03433208540081978,0.1636248230934143,13%-20%,0.2391163408756256,21%-27%,0.004965243395417929,0%-1%,0.022955836728215218,1%-4%,0.0467878095805645,2%-8%,0.016454428434371948,1%-3%
3450,Alabama,Walker County School District,8034,0.23156486451625824,0.3226046860218048,28%-36%,0.3108932673931122,29%-34%,0.020459968596696854,1%-3%,0.20458458364009857,17%-24%,0.11750062555074692,9%-14%,0.010580034926533699,0%-2%
3480,Alabama,Washington County School District,3087,0.24130354821681976,0.47171348333358765,35%-59%,0.23474177718162537,19%-28%,0.030963875353336334,2%-5%,0.33216312527656555,25%-42%,0.10463232547044754,7%-14%,0,0%-1%
3510,Alabama,Wilcox County School District,1976,0.5005416870117188,0.5356900095939636,43%-64%,0.2109646052122116,16%-26%,0.009463722817599773,0%-2%,0.3345949947834015,23%-44%,0.07793522626161575,3%-12%,0.06528340280056,0%-16%
3540,Alabama,Winfield City School District,1258,0.2634730637073517,0.2555662989616394,12%-39%,0.2863636314868927,21%-36%,0.00950020644813776,0%-3%,0.06172839552164078,0%-12%,0.045310016721487045,0%-9%,0.015103338286280632,0%-5%
3580,Alabama,Winston County School District,2295,0.24425531923770905,0.2899201512336731,20%-38%,0.2545243203639984,22%-29%,0.013176694512367249,0%-2%,0.2226695567369461,14%-30%,0.09760348498821259,5%-14%,0.00871459674090147,0%-3%
1,Alaska,Lower Kuskokwim School District,3844,0.37503305077552795,0.3545767068862915,32%-39%,0.19834865629673004,17%-22%,0.34399375319480896,31%-37%,0.16901938617229462,15%-19%,0.014828303828835487,1%-2%,0.04006243497133255,3%-5%
3,Alaska,Lower Yukon School District,1779,0.45102259516716003,0.5103264451026917,48%-54%,0.16023936867713928,15%-18%,0.512977123260498,48%-55%,0.3360625207424164,30%-37%,0.02641933597624302,2%-4%,0.005621135700494051,0%-2%
4,Alaska,Yupiit School District,385,0.45799458026885986,0.45423728227615356,39%-52%,0.20202019810676575,12%-29%,0.5585284233093262,50%-62%,0.46289753913879395,40%-53%,0.05454545468091965,3%-8%,0,0%-5%
5,Alaska,Kashunamiut School District,287,0.44781145453453064,0.6528925895690918,55%-75%,0.12727272510528564,8%-17%,0.48372092843055725,39%-57%,0.24181360006332397,14%-34%,0.03484320640563965,1%-6%,0,0%-6%
7,Alaska,Aleutians East Borough School District,380,0.11855670064687729,0.4911242723464966,41%-58%,0.0851774513721466,7%-10%,0.025581395253539085,0%-5%,0.1803278625011444,13%-24%,0.04210526496171951,0%-8%,0.02368421107530594,0%-7%
10,Alaska,Aleutian Region School District,64,0.23076923191547394,0.75,48%-100%,0.11960133165121078,3%-21%,0.07692307978868484,0%-36%,0.6951219439506531,39%-100%,0,0%-20%,0,0%-28%
20,Alaska,Bering Strait School District,1661,0.2963400185108185,0.5426241755485535,52%-57%,0.16484716534614563,11%-22%,0.39663761854171753,37%-42%,0.25584474205970764,23%-28%,0.026490066200494766,2%-4%,0.007826610468327999,0%-2%
30,Alaska,Bristol Bay Borough School District,142,0.1621621549129486,0.3025210201740265,20%-40%,0.16803278028964996,13%-21%,0.045045044273138046,0%-11%,0.19072164595127106,12%-26%,0.028169013559818268,0%-6%,0,0%-13%
50,Alaska,Alaska Gateway School District,450,0.23076923191547394,0.4015151560306549,31%-49%,0.23234623670578003,17%-30%,0.10526315867900848,6%-15%,0.2519809901714325,14%-36%,0.19777777791023254,13%-27%,0.017777778208255768,0%-6%
60,Alaska,Cordova City School District,448,0.0517241396009922,0,0%-2%,0.28871795535087585,20%-37%,0.028942115604877472,0%-6%,0.028169013559818268,0%-7%,0.0535714291036129,0%-13%,0,0%-4%
70,Alaska,Copper River School District,418,0.11688311398029327,0.10112359374761581,3%-17%,0.24292844533920288,17%-31%,0.049056604504585266,0%-10%,0.08171205967664719,3%-14%,0.050239235162734985,0%-10%,0,0%-4%
90,Alaska,Craig City School District,224,0.2149122804403305,0.4615384638309479,36%-56%,0.2452554702758789,21%-28%,0.06092436984181404,3%-9%,0.24161073565483093,18%-31%,0.0491071417927742,1%-8%,0,0%-8%
100,Alaska,Delta/Greely School District,942,0.14319248497486115,0.07377049326896667,3%-12%,0.1438746452331543,9%-20%,0.08345120400190353,4%-12%,0.19584332406520844,12%-27%,0.0138004245236516,0%-3%,0.02866242080926895,0%-6%
120,Alaska,Dillingham City School District,434,0.23026315867900848,0.46177369356155396,35%-58%,0.2037201076745987,16%-25%,0.1428571492433548,10%-18%,0.0560000017285347,1%-10%,0.0552995391190052,3%-8%,0,0%-4%
130,Alaska,Galena City School District,119,0.17307692766189575,0.37755101919174194,26%-50%,0.13114753365516663,6%-20%,0.1347150206565857,5%-22%,0.1619718372821808,6%-26%,0,0%-11%,0,0%-15%
150,Alaska,Ketchikan Gateway Borough School District,2230,0.10512483865022659,0.3676547110080719,32%-42%,0.29058003425598145,27%-31%,0.0437394417822361,3%-5%,0.07654722779989243,5%-10%,0.05067264661192894,3%-7%,0.005381166003644466,0%-2%
180,Alaska,Anchorage School District,51254,0.10737176239490509,0.3188941478729248,30%-34%,0.28704869747161865,28%-30%,0.045182306319475174,4%-5%,0.06561934947967529,6%-8%,0.04799625277519226,4%-6%,0.016467006877064705,1%-3%
210,Alaska,Juneau Borough School District,5044,0.07198716700077057,0.2842801809310913,23%-34%,0.20515885949134827,19%-22%,0.044325534254312515,3%-6%,0.05002162232995033,3%-7%,0.06026962772011757,4%-8%,0.005352894309908152,0%-1%
240,Alaska,Sitka School District,1501,0.06986591219902039,0.3992125988006592,31%-49%,0.23662030696868896,20%-27%,0.025835439562797546,2%-4%,0.09513852745294571,7%-13%,0.0579613596200943,3%-9%,0.007994670420885086,0%-2%
270,Alaska,Haines Borough School District,399,0.1402985006570816,0.295580118894577,1%-59%,0.31602707505226135,22%-42%,0.07894736528396606,2%-14%,0.04838709533214569,1%-9%,0.060150377452373505,0%-14%,0,0%-5%
300,Alaska,Hoonah City School District,97,0.3214285671710968,0.6144578456878662,47%-76%,0.28285714983940125,21%-35%,0.03484320640563965,0%-9%,0.2450331151485443,14%-35%,0.0824742242693901,2%-15%,0,0%-19%
330,Alaska,Hydaburg City School District,74,0.43283581733703613,0.6363636255264282,53%-74%,0.15094339847564697,0%-34%,0.06306306272745132,0%-21%,0.37755101919174194,19%-57%,0.0810810774564743,0%-23%,0,0%-24%
360,Alaska,Kake City School District,94,0.16129031777381897,0.2222222238779068,9%-35%,0.12903225421905518,5%-21%,0.12138728052377701,2%-23%,0.09836065769195557,0%-23%,0.06382978707551956,1%-11%,0,0%-19%
390,Alaska,Kenai Peninsula Borough School District,9601,0.1318863034248352,0.27246344089508057,24%-31%,0.2787122428417206,26%-30%,0.04457016661763191,4%-5%,0.13121557235717773,11%-16%,0.05259868875145912,4%-6%,0.006561816670000553,0%-1%
450,Alaska,Klawock City School District,133,0.2432432472705841,0.4099999964237213,30%-52%,0.3022598922252655,26%-35%,0.07540983706712723,3%-12%,0.4097560942173004,28%-54%,0.0827067643404007,4%-12%,0,0%-14%
480,Alaska,Kodiak Island Borough School District,2493,0.08505263179540634,0.2462049275636673,18%-31%,0.21954040229320526,19%-25%,0.09124170988798141,6%-12%,0.06677889823913574,3%-10%,0.058162856847047806,3%-9%,0.049338147044181824,1%-9%
485,Alaska,Lake and Peninsula Borough School District,276,0.24657534062862396,0.4568965435028076,42%-49%,0.13973063230514526,10%-18%,0.07764706015586853,4%-12%,0.1957104504108429,14%-25%,0.021739130839705467,1%-4%,0.0036231884732842445,0%-6%
510,Alaska,Matanuska-Susitna Borough School District,20534,0.1011379212141037,0.2203557789325714,20%-24%,0.2783953547477722,27%-29%,0.05048738792538643,5%-6%,0.06899011880159378,6%-8%,0.04889451712369919,4%-6%,0.005016070790588856,0%-1%
520,Alaska,Iditarod Area School District,182,0.2787610590457916,0.662420392036438,56%-76%,0.16129031777381897,11%-22%,0.14127424359321594,10%-18%,0.23333333432674408,15%-32%,0.0714285746216774,4%-10%,0,0%-10%
525,Alaska,Annette Island School District,377,0.22909091413021088,0.39145907759666443,26%-52%,0.17037037014961243,11%-23%,0.05416666716337204,0%-10%,0.1627907007932663,8%-24%,0.0663129985332489,3%-11%,0,0%-5%
540,Alaska,Nenana City School District,83,0.20588235557079315,0.662162184715271,46%-87%,0.25170066952705383,14%-36%,0.05517241358757019,0%-16%,0.2678571343421936,9%-44%,0.048192769289016724,0%-10%,0,0%-22%
570,Alaska,Nome School District,773,0.15052355825901031,0.42540621757507324,34%-51%,0.2052401751279831,17%-24%,0.1883372664451599,15%-22%,0.16192170977592468,10%-23%,0.014230271801352501,0%-3%,0,0%-2%
600,Alaska,Fairbanks North Star Borough School District,16197,0.08321613818407059,0.2972250282764435,25%-35%,0.2647874057292938,24%-28%,0.05910223722457886,5%-7%,0.09248723089694977,7%-11%,0.046798791736364365,3%-6%,0.0018521948950365186,0%-0%
610,Alaska,North Slope Borough School District,1722,0.1424657553434372,0.4624194800853729,39%-54%,0.089478500187397,7%-11%,0.31790438294410706,28%-36%,0.14325618743896484,10%-18%,0.029036004096269608,1%-4%,0.010452961549162865,0%-2%
625,Alaska,Northwest Arctic Borough School District,1907,0.2497403919696808,0.5334190130233765,50%-57%,0.1680576652288437,14%-19%,0.3580645024776459,33%-39%,0.22349043190479279,19%-26%,0.02202412113547325,1%-3%,0.0036706868559122086,0%-2%
630,Alaska,Pelican City School District,3,0.1818181872367859,1,100%-100%,0.3442623019218445,0%-76%,0.08695652335882187,0%-54%,0,0%-100%,0,0%-100%,0,0%-100%
660,Alaska,Petersburg Borough School District,528,0.08805031329393387,0.29934924840927124,23%-37%,0.2479391247034073,21%-28%,0.029914529994130135,1%-4%,0.06948228925466537,3%-11%,0.024621212854981422,1%-4%,0.018939394503831863,0%-6%
670,Alaska,Pribilof School District,65,0.10975609719753265,0.5185185074806213,38%-65%,0.1620553433895111,9%-23%,0.04575163498520851,0%-17%,0.17204301059246063,4%-30%,0.015384615398943424,0%-16%,0,0%-28%
680,Alaska,St. Marys City School District,168,0.4189189076423645,0.5328947305679321,43%-64%,0.23618090152740479,11%-36%,0.35329341888427734,27%-44%,0.050847455859184265,0%-10%,0.0357142873108387,0%-10%,0,0%-11%
690,Alaska,Skagway School District,119,0.09090909361839294,0.22641509771347046,15%-30%,0.40287768840789795,28%-53%,0.03500000014901161,0%-7%,0.0648648664355278,0%-15%,0,0%-11%,0,0%-15%
700,Alaska,Southeast Island School District,242,0.11439114063978195,0.19323670864105225,11%-27%,0.2032710313796997,14%-26%,0.04315659776329994,2%-7%,0.17836257815361023,6%-30%,0.00413223123177886,0%-4%,0,0%-7%
710,Alaska,Southwest Region School District,619,0.3381410241127014,0.3451676666736603,28%-41%,0.1720670461654663,9%-26%,0.33647799491882324,30%-38%,0.19333332777023315,16%-23%,0.030694669112563133,2%-4%,0.006462035700678825,0%-3%
715,Alaska,Tanana City School District,39,0.1666666716337204,0.47826087474823,28%-68%,0.11428571492433548,0%-30%,0.1145833358168602,0%-26%,0.3636363744735718,11%-62%,0.12820513546466827,2%-23%,0,0%-46%
720,Alaska,Unalaska City School District,594,0.05714285746216774,0.2427983582019806,20%-28%,0.19940030574798584,18%-22%,0.1179540678858757,9%-14%,0.11497326195240021,8%-15%,0.03703703731298447,2%-6%,0.031986530870199203,1%-6%
730,Alaska,Chatham School District,128,0.22093023359775543,0.4752475321292877,26%-69%,0.22983257472515106,15%-31%,0.027896996587514877,0%-7%,0.17045454680919647,8%-27%,0.0625,0%-18%,0,0%-14%
760,Alaska,Kuspuk School District,332,0.36627906560897827,0.4655870497226715,39%-54%,0.09977827221155167,6%-14%,0.3014705777168274,27%-34%,0.22151899337768555,17%-27%,0.009036144241690636,0%-2%,0.0030120480805635452,0%-5%
770,Alaska,Denali Borough School District,191,0.07037036865949631,0.18478260934352875,7%-30%,0.4357239603996277,22%-65%,0.023474179208278656,0%-5%,0,0%-6%,0.07329843193292618,0%-16%,0,0%-9%
775,Alaska,Yukon Flats School District,245,0.3120300769805908,0.5935828685760498,49%-70%,0.1334894597530365,9%-18%,0.1905781626701355,14%-24%,0.6934523582458496,59%-79%,0.0367346927523613,1%-6%,0.008163264952600002,0%-7%
780,Alaska,Valdez City School District,634,0.15000000596046448,0.212933748960495,0%-44%,0.14293138682842255,8%-21%,0,0%-2%,0.10483042150735855,0%-25%,0.10252366214990616,0%-21%,0,0%-3%
800,Alaska,Chugach School District,81,0.05263157933950424,0.38235294818878174,19%-57%,0.2154696136713028,9%-34%,0.06432748585939407,0%-17%,0.07920791953802109,0%-26%,0.04938271641731262,0%-20%,0,0%-22%
810,Alaska,Wrangell School District,377,0.13246753811836243,0.3047337234020233,22%-39%,0.25886523723602295,21%-30%,0.02141527086496353,1%-3%,0.08519269526004791,4%-13%,0.010610079392790794,0%-4%,0,0%-5%
840,Alaska,Yakutat School District,125,0.15189872682094574,0.3534482717514038,25%-46%,0.21848739683628082,16%-27%,0.06896551698446274,0%-15%,0.12299465388059616,3%-21%,0.01600000075995922,0%-9%,0.03200000151991844,0%-17%
862,Alaska,Yukon-Koyukuk School District,427,0.3085106313228607,0.4394366145133972,36%-52%,0.19515150785446167,11%-28%,0.1941448450088501,16%-23%,0.4683760702610016,40%-53%,0.07962529361248016,5%-11%,0,0%-4%
1,Arizona,Cave Creek Unified District,7522,0.06859604269266129,0.11641112715005875,9%-15%,0.25848013162612915,24%-28%,0.00437124352902174,0%-1%,0.018873892724514008,1%-3%,0.042408932000398636,3%-6%,0.015022600069642067,0%-3%
3,Arizona,Chino Valley Unified District,2994,0.13484136760234833,0.2889554798603058,15%-42%,0.3055589199066162,25%-36%,0.02023187093436718,1%-3%,0.1049555242061615,3%-18%,0.03774215281009674,0%-7%,0.005678022745996714,0%-2%
4,Arizona,Clarkdale-Jerome Elementary District,272,0.11246200650930405,0.07662834972143173,7%-8%,0.23607280850410461,15%-32%,0.0023786870297044516,0%-2%,0.07939913868904114,3%-13%,0.0036764706019312143,0%-5%,0,0%-9%
5,Arizona,Salome Consolidated Elementary District,158,0.5116279125213623,0.8345864415168762,36%-100%,0.38764044642448425,17%-61%,0.011343804188072681,0%-4%,0.7215189933776855,16%-100%,0,0%-11%,0.297468364238739,8%-52%
21,Arizona,Colorado City Unified District,2878,0.3155381977558136,0.3353711664676666,22%-46%,0.2857142984867096,21%-36%,0.49940404295921326,41%-59%,0.4890574812889099,36%-62%,0.02953439950942993,0%-5%,0,0%-1%
22,Arizona,Vernon Elementary District,139,0.26053640246391296,0,0%-10%,0.35873016715049744,27%-44%,0.0334855392575264,0%-9%,0.09090909361839294,0%-21%,0.0791366919875145,0%-23%,0,0%-17%
23,Arizona,Pinon Unified District,1421,0.46955037117004395,0.5285714268684387,46%-60%,0.1612149477005005,12%-20%,0.16375291347503662,14%-19%,0.5938735008239746,53%-66%,0.0577058419585228,4%-7%,0.04433497413992882,2%-7%
26,Arizona,Heber-Overgaard Unified District,614,0.3083333373069763,0.21111111342906952,6%-36%,0.4264705777168274,35%-50%,0.028887523338198662,0%-6%,0.02231520228087902,0%-6%,0.02280130237340927,0%-5%,0,0%-4%
82,Arizona,Colorado River Union High School District,7796,0.22886133193969727,0.5581032633781433,50%-61%,0.48641178011894226,46%-52%,0.03213813155889511,2%-4%,0.10758057236671448,7%-14%,0.04579271376132965,3%-6%,0.038994356989860535,0%-8%
212,Arizona,Benson Unified School District,1179,0.27475467324256897,0.5931882858276367,44%-75%,0.29651162028312683,23%-36%,0.0036036036908626556,0%-1%,0,0%-2%,0.04325699806213379,1%-7%,0.08990669995546341,0%-21%
295,Arizona,Kingman Unified School District,8988,0.2535460889339447,0.44440212845802307,37%-52%,0.3368224501609802,31%-36%,0.04057624936103821,3%-5%,0.11063346266746521,7%-15%,0.08311081677675247,5%-12%,0.0036715620663017035,0%-1%
